experiment,label,classLabel
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was the father of Queen Elizabeth II?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which countries are connected by the Rhine?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all American presidents of the last 20 years.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all chemical elements.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which professional surfers were born on the Philippines?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which companies work in the aerospace industry as well as in medicine?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me a list of all critically endangered birds.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who were the parents of Queen Victoria?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was called Scarface?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was on the Apollo 11 mission?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Where is Fort Knox located?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which rivers flow into the North Sea?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which subsidiary of TUI Travel serves both Glasgow and Dublin?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Whom did Lance Bass marry?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who is the daughter of Bill Clinton married to?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,What languages are spoken in Pakistan?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all gangsters from the prohibition era.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,What is the highest volcano in Africa?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Show me all Czech movies.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all spacecrafts that flew to Mars.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was Tom Hanks married to?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who does the voice of Bart Simpson?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all cars that are produced in Germany.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Through which countries does the Yenisei river flow?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who owns Aldi?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all female German chancellors.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was influenced by Socrates?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which books were written by Danielle Steel?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which countries have more than ten volcanoes?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me all taikonauts.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who created English Wikipedia?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which beer brewing companies are located in North-Rhine Westphalia?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,In which studio did the Beatles record their first album?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who is the youngest player in the Premier League?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who founded Intel?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who became president after JFK died?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which museum exhibits The Scream by Munch?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who is the novelist of the work a song of ice and fire?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who are the parents of the wife of Juan Carlos I?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,What is the largest state in the United States?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Which book has the most pages?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,What were the names of the three ships by Columbus?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me the websites of companies with more than 500000 employees.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Give me the capitals of all countries in Africa.,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Who was called Rodzilla?,RES
urn:experiment:d7955f1be1fb448aaa6f102f222fbfe3,Show me hiking trails in the Grand Canyon where theres no danger of flash floods.,RES
