experiment,label,classLabel
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who are currently playing for Barcelona FC?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the owner of Saumarez ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"List the successor of successor of Hayden, Stone & Co.",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the origin of Xynisteri?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the fictional character whose relative is Vestigial Peter?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the alma mater of Ernest de Saisset ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is telecasted on the network where Deborah Turness holds important position?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What was the career of some people who have committed suicide?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the producer of the television shows distributed by FremantleMedia.,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Under which common jurisdiction do Trinity School, Brentwood and Buckhurst Hill County High School fall?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What made jo garcia and merritt cabal both famous?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who are the producers of Marie Sisters?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who won the silver medal when the bronze was won by Yang Yilin?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the awards won by Elie Wiesel ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What awards have been won by the executive producer of Timmy Time ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which american football team is owned by Mark davis and is located in O.co Colliseum ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the names of the soccer club seasons whose division is 2012 Campeonato Brasileiro Srie A.,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which successor of Philippine Ports Authority is the state of origin of Ruben J. Villote ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the prime minister of Michael Jeffery who is also the minister of Williuam Deane ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the owner of the FC which owns the Cobham Training Centre?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"The successor of Ulrich II, Count of East Frisia was born in what place?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where does John A Danaher III work?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name few movies directed by Tim Burton ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What magazine companies are of form Limited liability company?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name all the bands which have members of QDT in them.,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which footballers did their high school in west Sacramento california? ,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Where was Live in Detroit, MI recorded ?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the artist of Sings Kristofferson and also performed Milk Cow Blues atleast once?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who has fought in wars under commander Arthur St Clair?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the movies written by Nick Castle?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,On which river are there things belonging to zambezi river authority?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name some basketball players who  have played for chicago bulls?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which owner of the national Herald india is the leader of Kumta ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which Paramount TV show was produced by Glen and Les Charles ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which birthplace of Liliya Lobanova is also the location of the Snake Island ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Josef Bhler belongs to which political party?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What award was won by the father of Angelina Jolie?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the software whose programming language are Multilingual?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which place is the company which is known for Barbara bestor located ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What novels are belong to the genre of Utopian and dystopian fiction?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where did the war take place where one of the commander was Zuo Zongtang?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,in which movies have momoki kochi acted,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the base currency of the Benelux and is also used as money in Kerguelen Islands?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the television show directed by Simon Fuller and judged by Jennifier Lopez ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the appointer of William Clark ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the company founded in New Mexico and provides Outlook.com as services ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which tv show was preceded by The spirit of Christmas and voice to the character was given by Mona Marshall ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the mammals whose taxonomy is Diprotodontia and phylum is Chordate?,RES
